Wall time,Step,Value
1746884166.1209114,23106,0.005747129675000906
1746884363.5823734,23500,0.03535012528300285
1746884804.4018054,24378,0.053301334381103516
1746884850.0927696,24469,0.0032839018385857344
1746884974.5804088,24718,0.014818795025348663
1746884994.562921,24758,0.012765019200742245
1746885029.5808,24828,0.01919644884765148
1746885084.482017,24938,0.015176475048065186
1746885111.0378282,24991,0.010174676775932312
1746885171.6294603,25112,0.00469098100438714
1746885337.7272818,25444,0.01689816825091839
1746885440.1255214,25649,0.001009172759950161
1746885580.4226859,25929,0.01549166813492775
1746885804.5469542,26377,0.003593969624489546
1746885938.612569,26646,0.007046434096992016
1746885962.084823,26693,0.005931380670517683
1746886023.5240982,26816,0.0045599560253322124
1746886122.3199606,27014,0.007444904185831547
1746886129.7728374,27029,0.02093595638871193
1746886268.5324292,27308,0.008024478331208229
1746886510.4093537,27792,0.0033851712942123413
1746886530.9513438,27833,0.011262629181146622
1746886561.4415286,27894,0.016573412343859673
1746886617.2325568,28006,0.006998288445174694
1746886665.1049669,28102,0.023697933182120323
1746887011.6165576,28794,0.00469594681635499
1746887100.797829,28972,0.007767871022224426
1746887106.835927,28984,0.0027528079226613045
1746887270.782822,29310,0.02947927638888359
1746887361.2985094,29490,0.007693890482187271
1746887398.87288,29565,0.004096413962543011
1746887426.4204733,29620,0.01712360978126526
1746887434.4150631,29636,0.015972554683685303
1746887454.951832,29677,0.0013473897706717253
1746887532.3496127,29831,0.0021724170073866844
1746887554.0517445,29874,0.0064693596214056015
1746887645.2021785,30055,0.008410151116549969
1746887657.8788714,30080,0.0007286734762601554
1746887768.5721054,30300,0.003982831723988056
1746887970.454559,30703,0.0162547305226326
1746888079.2196383,30919,0.006757786497473717
1746888099.3298025,30959,0.011176127009093761
1746888103.335525,30967,0.009204118512570858
1746888308.8410492,31376,0.020831463858485222
1746888325.8881745,31410,0.0031271204352378845
1746888451.716227,31660,0.004155697766691446
1746888581.644317,31918,0.024731822311878204
1746888599.232539,31953,0.057432323694229126
1746888610.8149154,31976,0.008989167399704456
1746888629.9695208,32014,0.004348898772150278
1746889031.110877,32811,0.012784342281520367
1746889037.6603913,32824,0.008838976733386517
1746889265.2004378,33279,0.013894855044782162
1746889329.9638066,33408,0.00247712479904294
1746889476.9068997,33701,0.006553189363330603
1746889527.8211136,33803,0.008915387094020844
1746889558.2084017,33864,0.004240145441144705
1746890102.07818,34951,0.004834279417991638
1746890110.0627744,34967,0.01398351602256298
1746890373.8838232,35140,0.014251112937927246
1746890412.2783082,35217,0.006989414803683758
1746890542.6104107,35477,0.005367527715861797
1746890579.6720555,35551,0.014752903953194618
1746890656.5822241,35704,0.003992587793618441
1746890761.3951852,35913,0.0075214933604002
1746890778.9106715,35948,0.02934257499873638
1746891056.1000862,36501,0.004796699155122042
1746891152.9196,36694,0.014163309708237648
1746891251.5235002,36891,0.04339464008808136
1746891257.5550199,36903,0.02211751602590084
1746891304.2961092,36996,0.006586991250514984
1746891339.0639915,37065,0.028170233592391014
1746891346.1243453,37079,0.011883646249771118
1746891364.7530527,37116,0.006325440015643835
1746891397.9961555,37182,0.007657534442842007
1746891645.0129435,37674,0.030718280002474785
1746891682.562473,37749,0.007173643913120031
1746891776.7118084,37937,0.0009271763265132904
1746892002.1146514,38386,0.0016929048579186201
1746892002.6116316,38387,0.015270136296749115
1746892013.1205945,38408,0.024119189009070396
1746892052.6765487,38487,0.03792063146829605
1746892212.6154244,38805,0.0023000920191407204
1746892229.7062714,38839,0.004519781097769737
1746892323.4471169,39025,0.016815219074487686
1746892605.616688,39588,0.02363995462656021
1746892667.898442,39712,0.0054796067997813225
1746892867.3928335,40110,0.0027314149774610996
1746892930.530838,40236,0.016179753467440605
1746892937.0839248,40249,0.002813690109178424
1746892978.7824485,40332,0.016029443591833115
1746893021.067622,40416,0.009221499785780907
1746893083.6739109,40540,0.0027318494394421577
1746893122.482126,40617,0.03345145657658577
1746893285.5558274,40942,0.01677209883928299
1746893351.1049914,41073,0.020444821566343307
1746893502.1147285,41374,0.013113434426486492
1746893551.8813837,41473,0.0024981980677694082
1746893583.4086657,41536,0.003453216515481472
1746893799.6114082,41968,0.0013649389147758484
1746893821.7327418,42012,0.003217431716620922
1746893881.6208053,42131,0.01698022335767746
1746894047.523838,42461,0.02665269933640957
1746894084.564734,42535,0.003058244939893484
1746894244.5285575,42855,0.005294979549944401
1746894292.614999,42951,0.012545004487037659
1746894386.2330372,43138,0.008400941267609596
1746894432.8267179,43231,0.005337377544492483
1746894705.6682913,43777,0.0015614386647939682
1746894944.8197093,44255,0.00319611094892025
1746894958.7934248,44283,0.011613992974162102
1746894991.6495395,44349,0.008555734530091286
1746895048.6255083,44463,0.006986457854509354
1746895078.0950344,44522,0.007065297570079565
1746895172.5127308,44711,0.013804741203784943
1746895179.0051944,44724,0.03518138825893402
1746895182.000271,44730,0.014182744547724724
1746895197.4950597,44761,0.009349146857857704
1746895304.7169209,44976,0.004568802192807198
1746896061.9817393,46492,0.008786831982433796
1746896260.0557728,46890,0.0034489715471863747
1746896346.5301185,47063,0.03594279661774635
1746896348.531387,47067,0.005735435523092747
1746896356.5297885,47083,0.036769114434719086
1746896371.0311315,47112,0.0024655568413436413
1746896404.0838585,47178,0.009081738069653511
1746896467.157976,47304,0.0028028327506035566
1746896627.6315591,47625,0.0057119205594062805
1746896814.6951766,47999,0.030454229563474655
1746896909.5958219,48189,0.006473030894994736
1746896938.582011,48247,0.03803827241063118
1746897007.2983603,48385,0.0022766562178730965
1746897069.4423985,48510,0.02320002391934395
1746897131.7737236,48635,0.002772859763354063
1746897172.8035166,48717,0.03214661031961441
1746897397.0294974,49165,0.011426173150539398
1746897471.2960343,49314,0.004780439659953117
1746897555.8094442,49483,0.06479579210281372
1746897690.570365,49752,0.01683865487575531
1746897944.415236,50261,0.027325501665472984
1746898133.6827793,50639,0.004219092894345522
1746898162.7964332,50697,0.004020751919597387
1746898714.5394464,51797,0.034769028425216675
1746898781.324405,51930,0.006819705944508314
1746898784.3420632,51936,0.0182806383818388
1746898801.9990695,51971,0.01060166209936142
1746898823.1336415,52013,0.004885396920144558
1746898931.6765223,52229,0.009680736809968948
1746898948.7843866,52263,0.004854140803217888
1746898993.5324945,52352,0.01734265871345997
1746898999.5732312,52364,0.008002853021025658
1746899017.2120845,52399,0.011371752247214317
1746899151.1741054,52666,0.027004733681678772
1746899302.7615502,52967,0.011920544318854809
1746899360.5919173,53082,0.005071533378213644
1746899632.6351998,53623,0.015133902430534363
1746899843.1473615,54041,0.003716951236128807
1746900052.2871988,54458,0.0023448681458830833
1746900119.6654522,54592,0.014808684587478638
1746900207.227356,54766,0.024146661162376404
1746900364.5656235,55079,0.024728946387767792
1746900399.1628861,55148,0.0038801413029432297
1746900509.6046858,55367,0.037217602133750916
1746900576.1456506,55499,0.0034640575759112835
1746900620.0730252,55586,0.0025979988276958466
1746900641.736117,55629,0.004746383987367153
1746900686.5585196,55718,0.009107789024710655
1746900818.7946286,55982,0.006356929894536734
1746901069.6324382,56481,0.0016836471622809768
1746901296.0842566,56932,0.043355077505111694
1746901309.6817298,56959,0.00693830382078886
1746901363.5431616,57066,0.005058333743363619
1746901537.5598116,57412,0.04150337353348732
1746901557.0963778,57451,0.017123451456427574
1746901780.9204466,57898,0.0025624658446758986
1746901804.033604,57944,0.006435650400817394
1746901917.5301409,58170,0.013864224776625633
1746902031.363913,58397,0.022844223305583
1746902035.3698614,58405,0.005341881420463324
1746902140.7966852,58615,0.004794967360794544
1746902160.915731,58655,0.0017456747591495514
1746902266.7057226,58865,0.0030746690463274717
1746902363.3248005,59057,0.023269817233085632
1746902577.6491575,59485,0.007899777963757515
1746902611.7339754,59553,0.02040674164891243
1746902835.4906187,60001,0.004780887626111507
1746902974.304714,60280,0.0007705620373599231
1746903050.045867,60431,0.02447184920310974
1746903314.2709172,60958,0.009659148752689362
1746903535.670812,61398,0.013241855427622795
1746903708.1635714,61742,0.020393861457705498
1746903789.4175372,61904,0.010657832026481628
1746903832.7005131,61990,0.01632591336965561
1746903863.883875,62052,0.00738616194576025
1746904010.5579934,62344,0.0214922484010458
1746904031.6498246,62386,0.0077896928414702415
1746904248.9502013,62820,0.005549490451812744
1746904323.1720612,62968,0.0044785914942622185
1746904624.5219898,63568,0.0017263107001781464
1746904651.639096,63622,0.0062497942708432674
1746904684.2481654,63687,0.040507972240448
1746904793.99702,63905,0.01096209418028593
1746904887.4947,64091,0.01852901466190815
1746905288.9268816,64894,0.015349235385656357
1746905305.8468337,64928,0.0017635924741625786
1746905503.4781408,65325,0.019410276785492897
1746905549.446311,65417,0.0198300089687109
1746905563.4682777,65445,0.05552041530609131
1746905683.1169488,65684,0.006515491753816605
1746905702.1270864,65722,0.0084000825881958
1746905761.4849286,65841,0.016074657440185547
1746905769.9436376,65858,0.019586309790611267
1746905807.247929,65933,0.017593109980225563
1746905818.6777964,65956,0.029750948771834373
1746905955.6635747,66230,0.014524790458381176
1746905962.6648679,66244,0.003009313251823187
1746905986.6410651,66292,0.006958936806768179
1746906166.6017776,66652,0.00522819347679615
1746906172.5786374,66664,0.001235948409885168
1746906180.5695364,66680,0.003102100919932127
1746906211.4605558,66742,0.003346725134178996
1746906481.9674678,67281,0.011675938963890076
1746906597.3996723,67511,0.01611989736557007
1746906759.901876,67834,0.0031215185299515724
1746906792.0174408,67898,0.004604595713317394
1746906840.0325866,67994,0.013840301893651485
1746906936.8930905,68188,0.007342629134654999
1746907061.6137934,68438,0.007038635201752186
1746907136.3522966,68587,0.01248961966484785
1746907152.4924798,68619,0.0032355617731809616
1746907256.7107728,68826,0.00992150604724884
1746907377.4552863,69066,0.0158698633313179
1746907575.080482,69460,0.019878922030329704
1746907609.766166,69529,0.011625769548118114
1746907665.710296,69640,0.01489091943949461
1746907683.327332,69675,0.025426194071769714
1746908124.3530495,70195,0.005818221718072891
1746908207.3512855,70360,0.02795127034187317
1746908321.821757,70588,0.01650426909327507
1746908324.3193948,70593,0.0024551181122660637
1746908466.2840486,70875,0.04011394828557968
1746908504.6828694,70951,0.0015299012884497643
1746908508.243789,70958,0.027941180393099785
1746908570.183815,71081,0.004300982225686312
1746908609.4313562,71159,0.004883753601461649
1746908632.9962862,71206,0.005664005875587463
1746908658.0362687,71256,0.0077029019594192505
1746908877.916416,71694,0.013847259804606438
1746909176.6966968,72289,0.0045715272426605225
1746909307.9551358,72550,0.005779962055385113
1746909636.566453,73204,0.0070732273161411285
1746909655.688848,73242,0.004749828018248081
1746909762.0590525,73453,0.016340088099241257
1746909818.615106,73565,0.013177632354199886
1746909955.5351331,73838,0.003255052026361227
1746909993.9722497,73915,0.015481489710509777
1746909997.4675174,73922,0.009368968196213245
1746910054.6293428,74036,0.0012981866020709276
1746910132.940366,74192,0.006560068111866713
1746910415.662561,74756,0.009213220328092575
1746910540.708206,75005,0.07962465286254883
1746910593.6228416,75110,0.0026387041434645653
1746910611.6780117,75146,0.024515559896826744
1746910641.2803855,75205,0.004981056787073612
1746910760.207107,75442,0.011542527005076408
1746910787.60451,75497,0.03351730480790138
1746910821.559084,75565,0.00802328996360302
1746911147.8991563,76219,0.02705303579568863
1746911303.3396652,76531,0.006209786050021648
1746911434.943558,76793,0.0074497973546385765
1746911544.9741893,77012,0.003132930723950267
1746911819.7796733,77558,0.004564688540995121
1746911845.474766,77609,0.03214089572429657
1746911944.5592394,77806,0.008560242131352425
1746912016.6912727,77950,0.004712363705039024
1746912086.3912828,78089,0.002334420569241047
1746912156.7321975,78229,0.008907156996428967
1746912218.6165266,78352,0.0042415885254740715
1746912254.2261958,78423,0.014163417741656303
1746912260.2386954,78435,0.003129962831735611
1746912338.1886334,78590,0.029011424630880356
1746912574.001693,79060,0.004977301694452763
1746912633.4101653,79178,0.0033849715255200863
1746912659.5499263,79230,0.038305263966321945
1746912822.534754,79554,0.011921042576432228
1746912978.7485545,79865,0.005941396113485098
1746913284.3250983,80473,0.006551790051162243
1746913294.3696134,80493,0.004163282457739115
1746913855.1214707,81615,0.019112136214971542
1746913908.180672,81721,0.016681844368577003
1746914288.4636478,82482,0.010206028819084167
1746914634.365647,83176,0.0032883957028388977
1746914708.6315167,83324,0.004743629600852728
1746914944.1052125,83795,0.001281221630051732
1746914998.4456081,83904,0.010511253029108047
1746915040.9543273,83989,0.030680719763040543
1746915065.9849548,84039,0.013674572110176086
1746915187.4738665,84281,0.0019410665845498443
1746915458.8314273,84822,0.0072548482567071915
1746915476.9250581,84858,0.009730469435453415
1746915611.9178216,85127,0.003707382595166564
1746915759.0490901,85420,0.028884634375572205
1746915851.7283857,85605,0.016381043940782547
1746915941.8114872,85784,0.0071243783459067345
1746916162.001788,86222,0.008641771040856838
1746916252.1939707,86402,0.029318956658244133
1746916261.6933866,86421,0.016504591330885887
1746916381.200277,86658,0.011684292927384377
1746916486.3780909,86867,0.012422974221408367
1746916499.9314003,86894,0.018337015062570572
1746916522.5369365,86939,0.004525350406765938
1746916713.5605972,87321,0.06279317289590836
1746916897.4648502,87688,0.009406531229615211
1746916950.6209383,87794,0.016796264797449112
1746917008.1428304,87909,0.005033695138990879
1746917102.120815,88097,0.01238957792520523
1746917165.6979215,88224,0.007481174077838659
1746917332.9210796,88557,0.005457221530377865
1746917470.4823122,88832,0.0011675434652715921
1746917930.693151,89753,0.015330794267356396
1746918076.5144954,90044,0.0013289186172187328
1746918125.1369994,90141,0.03511012718081474
1746918140.622079,90172,0.008899442851543427
1746918343.0284126,90577,0.03149530664086342
1746918457.4065175,90806,0.0006464053294621408
1746918465.409694,90822,0.012564325705170631
1746918504.356324,90900,0.009125789627432823
1746918550.8776088,90993,0.004998651333153248
1746918763.6917152,91420,0.040690258145332336
1746918922.4186165,91737,0.006301048677414656
1746918979.0580635,91850,0.01728774793446064
1746919147.5045555,92187,0.022598203271627426
1746919180.4158638,92253,0.005724107846617699
1746919180.9128816,92254,0.03081963025033474
1746919186.9084036,92266,0.008307102136313915
1746919429.3571746,92751,0.021856825798749924
1746919465.2946503,92823,0.004365359432995319
1746919730.6790738,93355,0.0018454010132700205
1746919911.0544488,93715,0.012637019157409668
1746919933.0816555,93759,0.02366432547569275
1746919937.0641012,93767,0.01095939613878727
1746920055.7686577,94005,0.004446201957762241
1746920059.7630203,94013,0.0354444794356823
1746920135.798597,94165,0.005242145620286465
1746920288.87273,94471,0.026889648288488388
1746920489.4998274,94873,0.005753121804445982
1746920595.2553546,95084,0.0014720875769853592
1746920671.91113,95237,0.003202249063178897
1746920897.562159,95688,0.018243348225951195
1746920942.609616,95778,0.009138282388448715
1746921127.8806205,96148,0.0035591498017311096
1746921496.2345026,96883,0.006097821518778801
1746921562.1597226,97014,0.005271974951028824
1746922007.5095713,97901,0.0035198002588003874
1746922381.77009,98645,0.01720995455980301
1746922586.0805871,99051,0.053319573402404785
1746922594.6478276,99068,0.011789309792220592
1746922622.9858258,99124,0.012182842008769512
1746922732.270023,99341,0.014898508787155151
1746922772.034343,99420,0.026185452938079834
1746923184.3672144,100240,0.005581460893154144
1746923244.3338032,100359,0.010020913556218147
1746923280.5320115,100431,0.0030520258005708456
1746923394.6095831,100658,0.016238849610090256
1746923464.102182,100796,0.0386575311422348
1746923533.245624,100934,0.009522098116576672
1746923616.308525,101100,0.0022059862967580557
1746923653.7641594,101175,0.016029683873057365
1746923723.565364,101315,0.005329097621142864
1746923816.512465,101501,0.002640053164213896
1746924147.0122464,102161,0.009134005755186081
1746924149.5087526,102166,0.009741553105413914
1746924189.9027498,102247,0.018876872956752777
1746924321.0024803,102509,0.00524092186242342
1746924469.561739,102806,0.022948911413550377
1746924542.7422924,102953,0.026616107672452927
1746924684.0304673,103236,0.0037427814677357674
1746924768.7374678,103405,0.024456851184368134
1746924820.477187,103508,0.07907769083976746
1746924926.7108073,103720,0.0014131920179352164
1746925024.964695,103917,0.044571176171302795
1746925236.7808747,104340,0.001152340671978891
1746925240.2927256,104347,0.01515213306993246
1746925273.5373538,104413,0.013793185353279114
1746925298.181098,104462,0.005052347667515278
1746925552.1913571,104967,0.005168667063117027
1746925788.401588,105077,0.011110655963420868
1746925899.6407375,105298,0.017994506284594536
1746926013.7069623,105524,0.03998059779405594
1746926058.5480154,105613,0.009562913328409195
1746926113.266479,105722,0.003575896378606558
1746926151.4302053,105798,0.019091244786977768
1746926358.0931237,106210,0.05494721978902817
1746926423.922961,106341,0.010428777895867825
1746926434.9715621,106363,0.03550124168395996
1746926494.287169,106481,0.013073068112134933
1746926704.6620643,106901,0.004509304650127888
1746926737.697747,106967,0.013919792138040066
1746926787.3337612,107066,0.010287217795848846
1746926792.8293233,107077,0.0026337564922869205
1746926812.3652754,107116,0.00590467918664217
1746926900.5781198,107292,0.005251944065093994
1746927066.9567196,107625,0.0316045843064785
1746927145.4618688,107782,0.005018869414925575
1746927174.6807754,107840,0.006449177861213684
1746927188.6960208,107868,0.017916370183229446
1746927230.831211,107952,0.004207497928291559
1746927827.3277407,109140,0.024989871308207512
1746927859.4474077,109204,0.013111419975757599
1746928008.1377895,109499,0.004783663433045149
1746928217.6897519,109914,0.047290217131376266
1746928273.998476,110026,0.0075471969321370125
1746928285.007166,110048,0.0093596912920475
1746928464.1518178,110404,0.007641931530088186
1746928512.6965804,110500,0.012777931988239288
1746928750.4946852,110971,0.0032271197997033596
1746928771.6733608,111013,0.02123023197054863
1746928898.9207504,111265,0.006989940069615841
1746928923.1473882,111313,0.006901985965669155
1746928938.2409034,111343,0.014972741715610027
1746929072.1781168,111608,0.025936415418982506
1746929251.2260659,111963,0.007511473726481199
1746929435.1708384,112328,0.010683956556022167
1746929483.245269,112423,0.005556687247008085
1746929495.8758342,112448,0.01337458472698927
1746929538.1960511,112532,0.003214423079043627
1746929545.7651105,112547,0.01479627750813961
1746929599.123108,112653,0.06461752951145172
1746929599.6242173,112654,0.004790580831468105
1746929748.2342184,112949,0.01759275235235691
1746930003.341169,113455,0.012064719572663307
1746930354.4373066,114153,0.0043742842972278595
1746930379.8776674,114204,0.05096609145402908
1746930459.2557225,114363,0.013497404754161835
1746930464.2658274,114373,0.021326500922441483
1746930567.24119,114578,0.01549515686929226
1746930663.5010831,114769,0.010653948411345482
1746930690.726116,114823,0.01411146204918623
1746930698.844633,114839,0.009483939036726952
1746930961.0760043,115358,0.008904807269573212
1746930963.1074195,115362,0.0018094915430992842
1746930996.0005949,115427,0.02325308881700039
1746931100.6295335,115634,0.04930846020579338
1746931114.8013666,115662,0.004931620322167873
1746931365.0945418,116158,0.014499838463962078
1746931365.5995574,116159,0.009451184421777725
1746931413.6011546,116254,0.032481834292411804
1746931490.5377975,116406,0.004905471578240395
1746931585.7258906,116594,0.012239750474691391
1746931587.7585387,116598,0.017860371619462967
1746931870.438446,117157,0.003417008090764284
1746931919.7940803,117255,0.0131722716614604
1746932175.1412487,117764,0.004031401127576828
1746932494.16366,118399,0.00624075485393405
1746932582.4144473,118575,0.002741775009781122
1746932621.0974238,118652,0.001321231247857213
1746932808.6381931,119025,0.012313197366893291
1746932897.8145516,119203,0.004602142609655857
1746933051.2699852,119508,0.024753551930189133
1746933440.0258148,120278,0.011391191743314266
1746933473.7951014,120345,0.006353197153657675
1746933557.8019907,120512,0.00595585023984313
1746933786.6313045,120969,0.02222888544201851
1746933799.1777928,120994,0.0028553183656185865
1746933867.0282304,121129,0.0034113493748009205
1746934089.3773525,121571,0.0025560546200722456
1746934135.4448266,121663,0.06362616270780563
1746934293.897782,121979,0.011932111345231533
1746934536.663319,122463,0.0064842719584703445
1746934600.7004435,122591,0.03700543940067291
1746934628.2135751,122646,0.010235168039798737
1746934758.7554166,122905,0.00529850646853447
1746934948.665125,123282,0.041928481310606
1746935034.662189,123454,0.00028828170616179705
1746935295.6834276,123974,0.013339174911379814
1746935382.2977118,124147,0.012280233204364777
1746935398.811349,124180,0.026855817064642906
1746935609.8412533,124600,0.02651400864124298
1746935852.830415,125084,0.0025356286205351353
1746935865.859121,125110,0.017170175909996033
1746936043.6690967,125464,0.0038704571779817343
1746936208.5430171,125793,0.020986085757613182
1746936325.7872684,126027,0.008064087480306625
1746936382.2044752,126139,0.01976701430976391
1746936672.6147158,126716,0.005721988156437874
1746936744.3774893,126859,0.005082305520772934
1746937034.9319425,127437,0.00933697447180748
1746937121.9971027,127611,0.0041934046894311905
1746937544.6159172,128450,0.010904071852564812
1746937559.1960223,128479,0.004698960110545158
1746937652.3766823,128664,0.008629268035292625
1746937676.4949348,128712,0.006706054322421551
1746937717.209343,128793,0.009627404622733593
1746937782.0429747,128922,0.004218908958137035
1746937964.2486925,129285,0.00959963072091341
1746937974.3308282,129305,0.002493035513907671
1746937976.3305078,129309,0.0031408616341650486
1746937986.8999312,129330,0.015403388999402523
1746938083.3367176,129521,0.06687992811203003
1746938150.3834527,129654,0.008162256330251694
1746938268.2763364,129888,0.0005948312464170158
1746938476.024468,130302,0.004223290365189314
1746938630.4687235,130609,0.0206974595785141
1746938648.5668726,130645,0.0028991836588829756
1746938661.1451607,130670,0.00887170247733593
1746938827.8854916,131002,0.007916945964097977
1746938916.825555,131178,0.01156940869987011
1746938932.4342036,131209,0.0205503199249506
1746939107.3744676,131556,0.019166892394423485
1746939292.0124156,131924,0.015180593356490135
1746939332.2259395,132004,0.018809935078024864
1746939384.105929,132107,0.0022122631780803204
1746939411.3473516,132161,0.0006586468662135303
1746939658.482301,132653,0.0021443706937134266
1746939818.9647307,132971,0.011184914037585258
1746939923.9144776,133179,0.00951616745442152
1746940148.5787327,133627,0.015524893999099731
1746940267.682998,133864,0.002200362039729953
1746940736.4480371,134796,0.03133953735232353
1746940813.7145007,134950,0.013784965500235558
1746940841.3169198,135005,0.03025224432349205
1746940857.8449116,135038,0.019558008760213852
1746940889.9350953,135102,0.006565121468156576
1746940917.029599,135156,0.004421285353600979
1746940923.5540583,135169,0.004513696767389774
1746941031.0190325,135383,0.003882757155224681
1746941613.8988094,136542,0.033920545130968094
1746941834.189052,136980,0.0018521130550652742
1746941876.8865104,137065,0.004139335360378027
1746942068.8146384,137447,0.01884191296994686
1746942120.9502327,137551,0.01009975653141737
1746942301.5667267,137909,0.02374408207833767
1746942333.8658228,137973,0.005568237043917179
1746942385.4258873,138075,0.002600099891424179
1746942412.697351,138129,0.0010266494937241077
1746942422.7388635,138149,0.0030669658444821835
1746942452.9338608,138209,0.004012066870927811
1746942565.7517014,138433,0.0013401086907833815
